Division Name,School Name,Foster Care,Total Count,Sch_Div
Montgomery County,Blacksburg Middle,Y,1,Blacksburg Middle Montgomery County Public Schools
Montgomery County,Christiansburg Elementary,N,389,Christiansburg Elementary Montgomery County Public Schools
Montgomery County,Christiansburg High,N,"1,094",Christiansburg High Montgomery County Public Schools
Montgomery County,Christiansburg High,Y,3,Christiansburg High Montgomery County Public Schools
Montgomery County,Christiansburg Middle,N,788,Christiansburg Middle Montgomery County Public Schools
Montgomery County,Christiansburg Middle,Y,5,Christiansburg Middle Montgomery County Public Schools
Montgomery County,Christiansburg Primary,N,435,Christiansburg Primary Montgomery County Public Schools
Montgomery County,Christiansburg Primary,Y,2,Christiansburg Primary Montgomery County Public Schools
Montgomery County,Eastern Montgomery Elementary,N,396,Eastern Montgomery Elementary Montgomery County Public Schools
Montgomery County,Eastern Montgomery Elementary,Y,2,Eastern Montgomery Elementary Montgomery County Public Schools
Montgomery County,Eastern Montgomery High,N,286,Eastern Montgomery High Montgomery County Public Schools
Montgomery County,Eastern Montgomery High,Y,7,Eastern Montgomery High Montgomery County Public Schools
Montgomery County,Falling Branch Elementary,N,559,Falling Branch Elementary Montgomery County Public Schools
Montgomery County,Falling Branch Elementary,Y,2,Falling Branch Elementary Montgomery County Public Schools
Montgomery County,Gilbert Linkous Elementary,N,318,Gilbert Linkous Elementary Montgomery County Public Schools
Montgomery County,Harding Avenue Elementary,N,270,Harding Avenue Elementary Montgomery County Public Schools
Montgomery County,Harding Avenue Elementary,Y,2,Harding Avenue Elementary Montgomery County Public Schools
Montgomery County,Kipps Elementary,N,374,Kipps Elementary Montgomery County Public Schools
Montgomery County,Margaret Beeks Elementary,N,369,Margaret Beeks Elementary Montgomery County Public Schools
Montgomery County,Prices Fork Elementary,N,456,Prices Fork Elementary Montgomery County Public Schools
Montgomery County,Prices Fork Elementary,Y, ,Prices Fork Elementary Montgomery County Public Schools
Montgomery County,Shawsville Middle,N,211,Shawsville Middle Montgomery County Public Schools
Montgomery County,Shawsville Middle,Y,1,Shawsville Middle Montgomery County Public Schools
Nelson County,Nelson County High,N,544,Nelson County High Nelson County Public Schools
Nelson County,Nelson County High,Y,1,Nelson County High Nelson County Public Schools
Nelson County,Nelson Middle,N,358,Nelson Middle Nelson County Public Schools
Nelson County,Nelson Middle,Y,1,Nelson Middle Nelson County Public Schools
Nelson County,Rockfish River Elementary,N,283,Rockfish River Elementary Nelson County Public Schools
Nelson County,Rockfish River Elementary,Y,3,Rockfish River Elementary Nelson County Public Schools
Nelson County,Tye River Elementary,N,345,Tye River Elementary Nelson County Public Schools
Nelson County,Tye River Elementary,Y,3,Tye River Elementary Nelson County Public Schools
New Kent County,George W. Watkins Elementary,N,720,George W. Watkins Elementary New Kent County Public Schools
New Kent County,George W. Watkins Elementary,Y,3,George W. Watkins Elementary New Kent County Public Schools
New Kent County,New Kent Elementary,N,699,New Kent Elementary New Kent County Public Schools
New Kent County,New Kent Elementary,Y,2,New Kent Elementary New Kent County Public Schools
New Kent County,New Kent High,N,"1,083",New Kent High New Kent County Public Schools
New Kent County,New Kent Middle,N,766,New Kent Middle New Kent County Public Schools
Newport News City,Achievable Dream Academy,N,602,Achievable Dream Academy Newport News City Public Schools
Newport News City,Achievable Dream Middle/High,N,505,Achievable Dream Middle/High Newport News City Public Schools
Newport News City,B.C. Charles Elementary,N,370,B.C. Charles Elementary Newport News City Public Schools
Newport News City,B.T. Washington Middle,N,416,B.T. Washington Middle Newport News City Public Schools
Newport News City,Carver Elementary,N,592,Carver Elementary Newport News City Public Schools
Newport News City,Carver Elementary,Y,1,Carver Elementary Newport News City Public Schools
Newport News City,Crittenden Middle,N,903,Crittenden Middle Newport News City Public Schools
Newport News City,Crittenden Middle,Y,1,Crittenden Middle Newport News City Public Schools
Newport News City,David A. Dutrow Elementary,N,464,David A. Dutrow Elementary Newport News City Public Schools
Newport News City,Deer Park Elementary,N,533,Deer Park Elementary Newport News City Public Schools
Newport News City,Denbigh Early Childhood Center,N,382,Denbigh Early Childhood Center Newport News City Public Schools
Newport News City,Denbigh High,N,"1,211",Denbigh High Newport News City Public Schools
Newport News City,Discovery STEM Academy,N,558,Discovery STEM Academy Newport News City Public Schools
Newport News City,Ella J. Fitzgerald Middle,N,"1,115",Ella J. Fitzgerald Middle Newport News City Public Schools
Newport News City,Ethel M. Gildersleeve Middle,N,"1,080",Ethel M. Gildersleeve Middle Newport News City Public Schools
Newport News City,Ethel M. Gildersleeve Middle,Y,3,Ethel M. Gildersleeve Middle Newport News City Public Schools
Newport News City,General Stanford Elementary,N,489,General Stanford Elementary Newport News City Public Schools
Newport News City,General Stanford Elementary,Y,1,General Stanford Elementary Newport News City Public Schools
Newport News City,George J. McIntosh Elementary,N,421,George J. McIntosh Elementary Newport News City Public Schools
Newport News City,Heritage High,N,"1,165",Heritage High Newport News City Public Schools
Newport News City,Heritage High,Y,4,Heritage High Newport News City Public Schools
Newport News City,Hidenwood Elementary,N,543,Hidenwood Elementary Newport News City Public Schools
Newport News City,Hidenwood Elementary,Y,1,Hidenwood Elementary Newport News City Public Schools
Newport News City,Hilton Elementary,N,378,Hilton Elementary Newport News City Public Schools
Newport News City,Homer L. Hines Middle,N,949,Homer L. Hines Middle Newport News City Public Schools
Newport News City,Homer L. Hines Middle,Y,3,Homer L. Hines Middle Newport News City Public Schools
Newport News City,Huntington Middle,N,280,Huntington Middle Newport News City Public Schools
Newport News City,Huntington Middle,Y,2,Huntington Middle Newport News City Public Schools
Newport News City,John Marshall Early Childhood Center,N,222,John Marshall Early Childhood Center Newport News City Public Schools
Newport News City,Joseph H. Saunders Elementary,N,606,Joseph H. Saunders Elementary Newport News City Public Schools
Newport News City,Katherine Johnson Elementary,N,510,Katherine Johnson Elementary Newport News City Public Schools
Newport News City,Katherine Johnson Elementary,Y,1,Katherine Johnson Elementary Newport News City Public Schools
Newport News City,Kiln Creek Elementary,N,620,Kiln Creek Elementary Newport News City Public Schools
Newport News City,Kiln Creek Elementary,Y,1,Kiln Creek Elementary Newport News City Public Schools
Newport News City,Knollwood Meadows Elementary,N,451,Knollwood Meadows Elementary Newport News City Public Schools
Newport News City,L.F. Palmer Elementary,N,416,L.F. Palmer Elementary Newport News City Public Schools
Newport News City,L.F. Palmer Elementary,Y,1,L.F. Palmer Elementary Newport News City Public Schools
Newport News City,Mary Passage Middle,N,982,Mary Passage Middle Newport News City Public Schools
Newport News City,Mary Passage Middle,Y,5,Mary Passage Middle Newport News City Public Schools
Newport News City,Menchville High,N,"1,732",Menchville High Newport News City Public Schools
Newport News City,Menchville High,Y,1,Menchville High Newport News City Public Schools
Newport News City,Newsome Park Elementary,N,487,Newsome Park Elementary Newport News City Public Schools
Newport News City,Oliver C. Greenwood Elementary,N,559,Oliver C. Greenwood Elementary Newport News City Public Schools
Newport News City,Richard T. Yates Elementary,N,390,Richard T. Yates Elementary Newport News City Public Schools
Newport News City,Richneck Elementary,N,586,Richneck Elementary Newport News City Public Schools
Newport News City,Riverside Elementary,N,485,Riverside Elementary Newport News City Public Schools
Newport News City,Sedgefield Elementary,N,443,Sedgefield Elementary Newport News City Public Schools
Newport News City,Sedgefield Elementary,Y,2,Sedgefield Elementary Newport News City Public Schools
Newport News City,Stoney Run Elementary,N,472,Stoney Run Elementary Newport News City Public Schools
Newport News City,T. Ryland Sanford Elementary,N,504,T. Ryland Sanford Elementary Newport News City Public Schools
Newport News City,T. Ryland Sanford Elementary,Y,2,T. Ryland Sanford Elementary Newport News City Public Schools
Newport News City,Warwick High,N,"1,620",Warwick High Newport News City Public Schools
Newport News City,Warwick High,Y,3,Warwick High Newport News City Public Schools
Newport News City,Watkins Early Childhood Center,N,392,Watkins Early Childhood Center Newport News City Public Schools
Newport News City,Willis A. Jenkins Elementary,N,469,Willis A. Jenkins Elementary Newport News City Public Schools
Newport News City,Woodside High,N,"1,742",Woodside High Newport News City Public Schools
Newport News City,Woodside High,Y,1,Woodside High Newport News City Public Schools
Norfolk City,Academy for Discovery at Lakewood,N,719,Academy for Discovery at Lakewood Norfolk City Public Schools
Norfolk City,Azalea Gardens Middle,N,866,Azalea Gardens Middle Norfolk City Public Schools
Norfolk City,Azalea Gardens Middle,Y,2,Azalea Gardens Middle Norfolk City Public Schools
Norfolk City,Bay View Elementary,N,519,Bay View Elementary Norfolk City Public Schools
Norfolk City,Berkley/Campostella Early Childhood Education Center,N,164,Berkley/Campostella Early Childhood Education Center Norfolk City Public Schools
Norfolk City,Berkley/Campostella Early Childhood Education Center,Y,2,Berkley/Campostella Early Childhood Education Center Norfolk City Public Schools
Norfolk City,Blair Middle,N,"1,217",Blair Middle Norfolk City Public Schools
Norfolk City,Booker T Washington High,N,975,Booker T Washington High Norfolk City Public Schools
Norfolk City,Booker T Washington High,Y,3,Booker T Washington High Norfolk City Public Schools
Norfolk City,Camp Allen Elementary,N,411,Camp Allen Elementary Norfolk City Public Schools
Norfolk City,Camp Allen Elementary,Y,2,Camp Allen Elementary Norfolk City Public Schools
Norfolk City,Chesterfield Academy Elementary,N,318,Chesterfield Academy Elementary Norfolk City Public Schools
Norfolk City,Chesterfield Academy Elementary,Y,2,Chesterfield Academy Elementary Norfolk City Public Schools
Norfolk City,Coleman Place Elementary,N,613,Coleman Place Elementary Norfolk City Public Schools
Norfolk City,Coleman Place Elementary,Y,1,Coleman Place Elementary Norfolk City Public Schools
Norfolk City,Crossroads Elementary,N,774,Crossroads Elementary Norfolk City Public Schools
Norfolk City,Crossroads Elementary,Y,2,Crossroads Elementary Norfolk City Public Schools
Norfolk City,Easton Preschool,N,87,Easton Preschool Norfolk City Public Schools
Norfolk City,Ghent K-8,N,485,Ghent K-8 Norfolk City Public Schools
Norfolk City,Ghent K-8,Y,1,Ghent K-8 Norfolk City Public Schools
Norfolk City,Granby Elementary,N,495,Granby Elementary Norfolk City Public Schools
Norfolk City,Granby Elementary,Y,1,Granby Elementary Norfolk City Public Schools
Norfolk City,Granby High,N,"1,862",Granby High Norfolk City Public Schools
Norfolk City,Granby High,Y,1,Granby High Norfolk City Public Schools
Norfolk City,Ingleside Elementary,N,496,Ingleside Elementary Norfolk City Public Schools
Norfolk City,Jacox Elementary,N,541,Jacox Elementary Norfolk City Public Schools
Norfolk City,James Monroe Elementary,N,256,James Monroe Elementary Norfolk City Public Schools
Norfolk City,Lake Taylor,N,647,Lake Taylor Norfolk City Public Schools
Norfolk City,Lake Taylor High,N,"1,012",Lake Taylor High Norfolk City Public Schools
Norfolk City,Larchmont Elementary,N,447,Larchmont Elementary Norfolk City Public Schools
Norfolk City,Larchmont Elementary,Y,1,Larchmont Elementary Norfolk City Public Schools
Norfolk City,Larrymore Elementary,N,559,Larrymore Elementary Norfolk City Public Schools
Norfolk City,Lindenwood Elementary,N,280,Lindenwood Elementary Norfolk City Public Schools
Norfolk City,Little Creek Elementary,N,589,Little Creek Elementary Norfolk City Public Schools
Norfolk City,Little Creek Elementary,Y,1,Little Creek Elementary Norfolk City Public Schools
Norfolk City,Mary Calcott Elementary,N,429,Mary Calcott Elementary Norfolk City Public Schools
Norfolk City,Matthew Fontaine Maury High,N,"1,623",Matthew Fontaine Maury High Norfolk City Public Schools
Norfolk City,Northside Middle,N,786,Northside Middle Norfolk City Public Schools
Norfolk City,Northside Middle,Y,1,Northside Middle Norfolk City Public Schools
Norfolk City,Norview Elementary,N,400,Norview Elementary Norfolk City Public Schools
Norfolk City,Norview High,N,"1,888",Norview High Norfolk City Public Schools
Norfolk City,Norview High,Y,1,Norview High Norfolk City Public Schools
Norfolk City,Norview Middle,N,"1,279",Norview Middle Norfolk City Public Schools
Norfolk City,Norview Middle,Y,1,Norview Middle Norfolk City Public Schools
